,Plant,VSLNumber,SampleID,Day_Initial_Actual,Spoiled20000_yn,AnyGN_yn,exceed20000byD10_yn,exceed100000postD10_yn,HigherSPC_yn,GN_AtLeast2x,CVTAexceed20000_yn,CVTAexceed1mill_yn,spoilagetype,spoilagetype_actual,,SPC_DI,SPC_D7,SPC_D10,SPC_D14,SPC_D17,SPC_D21,CVTA_DI,CVTA_D7,CVTA_D10,CVTA_D14,CVTA_D17,CVTA_D21,LOD_SPC_DI,LOD_SPC_D7,LOD_SPC_D10,LOD_SPC_D14,LOD_SPC_D17,LOD_SPC_D21,LOD_CVTA_DI,LOD_CVTA_D7,LOD_CVTA_D10,LOD_CVTA_D14,LOD_CVTA_D17,LOD_CVTA_D21,Plant_VSLNumber_SampleID
240,36-3661,471,25-2,3,yes,yes,yes,no,no,yes,yes,no,ppcSpoil,sporeSpoil,0,60,280,27000,6900000,8.00E+05,5.50E+08,5,5,5,500,50000,50000,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,36-3661_471_25-2
241,36-3661,471,25-3,3,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,50,10,690,75000,6.00E+05,1900000,5,5,5,300,180,40,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,OK,OK,OK,36-3661_471_25-3
253,36-4739,471,11,6,yes,no,no,no,no,no,no,no,sporeSpoil,sporeSpoil,1,50,NotTested,140,100,910,60000,5,NotTested,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-4739_471_11
254,36-4739,471,12,6,noSpoil,no,no,no,no,no,no,no,noSpoil,noSpoil,1,140,NotTested,60,60,40,80,5,NotTested,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-4739_471_12
256,36-4739,471,13,6,noSpoil,no,no,no,no,no,no,no,noSpoil,noSpoil,1,80,NotTested,60,50,70,1700,5,NotTested,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-4739_471_13
258,36-4739,471,14,6,noSpoil,no,no,no,no,no,no,no,noSpoil,noSpoil,1,70,NotTested,30,30,20,60,5,NotTested,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-4739_471_14
260,36-4739,471,15,6,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,10,NotTested,50,8600,220000,6500000,5,NotTested,5,5,5,500,OK,OK,OK,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-4739_471_15
255,36-4739,471,1-Dec,6,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,30,NotTested,60,30,4.00E+05,1.10E+08,5,NotTested,5,5,4.00E+05,9.30E+07,OK,OK,OK,OK,aboveLOD,OK,belowLOD,OK,belowLOD,belowLOD,aboveLOD,OK,36-4739_471_12-1
257,36-4739,471,13-1,6,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,50,NotTested,140000,1.80E+07,6.10E+07,1.40E+08,5,NotTested,120000,1.60E+07,6.10E+07,1.30E+08,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-4739_471_13-1
259,36-4739,471,14-1,6,noSpoil,no,no,no,no,no,no,no,noSpoil,noSpoil,1,100,NotTested,160,430,2.5,60,5,NotTested,5,5,5,5,OK,OK,OK,OK,belowLOD,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-4739_471_14-1
261,36-4739,471,15-1,6,yes,yes,no,yes,no,no,yes,no,sporeSpoil,sporeSpoil,1,2.5,NotTested,2.5,1100,4.70E+08,1200000,5,NotTested,5,5,5,50000,belowLOD,OK,belowLOD,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-4739_471_15-1
275,36-8185,471,51,3,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,110,140,890,51000,9.00E+05,2200000,5,5,5,5,20,880,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,OK,OK,36-8185_471_51
277,36-8185,471,52,5,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,670,NotTested,1700000,1700000,2.40E+07,9.10E+07,5,NotTested,2200000,2200000,2.70E+07,9.00E+07,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-8185_471_52
279,36-8185,471,53,3,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,210,100,120,430,6000,240000,5,5,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,36-8185_471_53
281,36-8185,471,54,5,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,680,NotTested,4500,4500,420000,1900000,5,NotTested,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,belowLOD,36-8185_471_54
276,36-8185,471,51-1,3,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,180,NotTested,1700,64000,8400000,1.10E+08,5,NotTested,260,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,belowLOD,belowLOD,belowLOD,36-8185_471_51-1
278,36-8185,471,52-1,2,yes,yes,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,480,280,470,390,240000,850000,5,5,5,1700,5,5,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,OK,belowLOD,belowLOD,36-8185_471_52-1
280,36-8185,471,53-1,2,yes,yes,no,no,no,no,no,no,sporeSpoil,Review,0,240,110,180,650,4200,83000,5,5,5,5,40,2100,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,OK,OK,36-8185_471_53-1
282,36-8185,471,54-1,6,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,380,NotTested,310,72000,990000,5200000,5,NotTested,5,5,500,220,OK,OK,OK,OK,OK,OK,belowLOD,OK,belowLOD,belowLOD,belowLOD,OK,36-8185_471_54-1
287,36-8446,471,41,7,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,110,NotTested,4.00E+05,4.00E+07,1.40E+08,2.10E+08,120,NotTested,4.00E+05,4.00E+07,1.40E+08,2.10E+08,OK,OK,aboveLOD,aboveLOD,OK,OK,OK,OK,aboveLOD,aboveLOD,OK,OK,36-8446_471_41
288,36-8446,471,41-1,6,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,480,NotTested,4.00E+05,6.60E+07,3.30E+08,3.40E+08,380,NotTested,4.00E+05,8.70E+07,2.90E+08,3.60E+08,OK,OK,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,36-8446_471_41-1
14,25-08,472,11,3,yes,yes,no,yes,yes,no,yes,yes,ppcSpoil,ppcSpoil,1,710,430,590,1.30E+07,510000,2100000,5,5,5,1.00E+07,500,5,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,OK,belowLOD,belowLOD,25-08_472_11
16,25-08,472,12,3,yes,no,no,no,no,no,no,no,sporeSpoil,sporeSpoil,1,710,1100,1400,110,78000,920,5,5,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,25-08_472_12
19,25-08,472,13,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,1700,1800,1700,230,1400000,1.00E+05,5,5,5,1600,2600000,6800000,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,OK,OK,OK,25-08_472_13
21,25-08,472,14,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,990,760,1000,2600,1200000,440000,5,5,5,20000,170000,2700000,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,OK,OK,OK,25-08_472_14
23,25-08,472,15,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,130,150,300,150000,980000,2.20E+07,5,4.00E+05,12000,4.00E+07,4.30E+07,1.00E+08,OK,OK,OK,OK,OK,OK,belowLOD,aboveLOD,OK,aboveLOD,OK,OK,25-08_472_15
24,25-08,472,16,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,770,39000,1100000,4.50E+08,3.10E+08,9.90E+08,20,71000,4.40E+07,1.40E+09,6.90E+08,7.20E+08,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,25-08_472_16
15,25-08,472,1-Nov,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,1500,980,1100,82000,560000,2800000,5,5,5,8100000,2.70E+07,1.60E+08,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,OK,OK,OK,25-08_472_11-1
17,25-08,472,1-Dec,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,980,150,NotTested,2300000,5.50E+07,6.00E+07,5,5,10000,4.00E+07,5.90E+07,7.00E+07,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,OK,aboveLOD,OK,OK,25-08_472_12-1
18,25-08,472,2-Dec,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,560,120,1800,1.10E+07,1.10E+07,2.00E+07,5,5,1100,78000,1500000,1.20E+07,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,OK,OK,OK,OK,25-08_472_12-2
20,25-08,472,13-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,1600,1400,4.00E+05,7.70E+08,4.80E+08,9.30E+08,5,780,1200000,1.10E+09,5.60E+08,7.00E+08,OK,OK,aboveLOD,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,25-08_472_13-1
22,25-08,472,14-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,850,39000,3.00E+06,7.00E+08,4.50E+08,1.60E+09,5,110000,1.10E+07,8.20E+08,5.90E+08,1.30E+09,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,25-08_472_14-1
54,36-1007,472,61,3,yes,no,yes,no,no,no,no,no,sporeSpoil,sporeSpoil,1,33000,140,480,110000,NotTested,NotTested,5,5,5,5,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,OK,OK,36-1007_472_61
58,36-1007,472,62,3,yes,no,yes,no,no,no,no,no,sporeSpoil,sporeSpoil,1,32000,20,4900,99000,NotTested,NotTested,5,5,5,580,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,OK,OK,OK,36-1007_472_62
60,36-1007,472,63,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,17000,110000,1.40E+07,1.40E+08,NotTested,NotTested,5,140000,1.30E+07,1.00E+08,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_63
62,36-1007,472,65,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,18000,55000,5700000,3.70E+08,NotTested,NotTested,5,170000,4800000,2.20E+08,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_65
55,36-1007,472,61-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,15000,340,170000,33000,NotTested,NotTested,5,32000,3600000,2.60E+07,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_61-1
56,36-1007,472,61-2,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,15000,200,2300,110000,NotTested,NotTested,5,47000,330000,1.90E+07,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_61-2
57,36-1007,472,61-3,3,yes,yes,yes,no,no,yes,yes,yes,ppcSpoil,ppcSpoil,1,30000,330000,2.40E+07,1.80E+08,NotTested,NotTested,5,190000,1.40E+07,770000,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_61-3
59,36-1007,472,62-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,21000,2800000,1.40E+07,2.10E+08,NotTested,NotTested,5,2600000,1.50E+07,1.40E+08,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_62-1
61,36-1007,472,63-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,25000,960000,2.80E+07,1.50E+08,NotTested,NotTested,5,620000,1.90E+07,7.70E+07,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_63-1
63,36-1007,472,65-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,20000,310000,1.10E+07,3.00E+08,NotTested,NotTested,5,540000,9.00E+06,2.50E+08,NotTested,NotTested,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-1007_472_65-1
81,36-1131,472,41,3,noSpoil,no,no,no,no,no,no,no,noSpoil,noSpoil,1,10,20,20,50,30,360,5,5,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,36-1131_472_41
82,36-1131,472,41-1,5,yes,yes,no,no,yes,yes,yes,no,ppcSpoil,ppcSpoil,1,40,NotTested,10,160,8400,80000,5,NotTested,20,5,5400,48000,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,belowLOD,OK,OK,36-1131_472_41-1
121,36-1393,472,51,14,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,4.00E+05,NotTested,NotTested,NotTested,9.80E+07,1.30E+08,4.00E+05,NotTested,NotTested,NotTested,1.10E+08,9.80E+07,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,OK,36-1393_472_51
123,36-1393,472,55,7,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,4.00E+05,NotTested,1.10E+08,8.70E+07,4.80E+08,2.20E+08,4.00E+05,NotTested,9.90E+07,7.90E+07,3.80E+08,2.10E+08,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,OK,36-1393_472_55
122,36-1393,472,51-1,14,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,4.00E+05,NotTested,NotTested,NotTested,5.70E+07,2.10E+07,4.00E+05,NotTested,NotTested,NotTested,1.10E+08,9.60E+07,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,OK,36-1393_472_51-1
137,36-1661,472,21,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,330,1400,4.00E+07,1.10E+09,1.90E+08,8600000,5,54000,4.00E+07,1.20E+09,1.70E+08,2.80E+08,OK,OK,aboveLOD,OK,OK,OK,belowLOD,OK,aboveLOD,OK,OK,OK,36-1661_472_21
138,36-1661,472,22,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,230,410,17000,4.00E+07,1.00E+08,1.30E+08,5,5,16000,4.00E+07,8.00E+08,1.60E+08,OK,OK,OK,aboveLOD,OK,OK,belowLOD,belowLOD,OK,aboveLOD,OK,OK,36-1661_472_22
141,36-1661,472,23,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,210,3400,8500000,9.20E+08,4500000,4.70E+07,5,3600,1.00E+07,8.00E+08,50000,80,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,belowLOD,OK,36-1661_472_23
142,36-1661,472,24,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,250,1300,63000,2.50E+08,9.00E+05,4700000,5,860,66000,2.80E+08,50000,12000,OK,OK,OK,OK,OK,OK,belowLOD,OK,OK,OK,belowLOD,OK,36-1661_472_24
143,36-1661,472,25,3,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,20,30,20,130000,210000,9300000,5,5,5,5,5,400,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,OK,36-1661_472_25
139,36-1661,472,22-1,3,yes,no,no,yes,no,no,no,no,sporeSpoil,sporeSpoil,1,410,190,310,88000,190000,450000,5,5,5,5,5,5,OK,OK,OK,OK,OK,OK,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,belowLOD,36-1661_472_22-1
140,36-1661,472,22-2,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,240,4.00E+05,1.40E+07,4.30E+08,2200000,3.70E+08,100,4.00E+05,1.10E+08,1.00E+09,2.70E+08,3.70E+08,OK,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,36-1661_472_22-2
166,36-2107,472,31,3,yes,yes,no,yes,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,20,20,30,4.00E+07,8.10E+08,8.60E+08,5,5,5,4.00E+07,8.00E+08,8.40E+08,OK,OK,OK,aboveLOD,OK,OK,belowLOD,belowLOD,belowLOD,aboveLOD,OK,OK,36-2107_472_31
172,36-2107,472,34,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,2.5,2.5,23000,3.30E+07,1.70E+08,1.70E+08,5,20,21000,3.30E+07,1.50E+08,1.70E+08,belowLOD,belowLOD,OK,OK,OK,OK,belowLOD,OK,OK,OK,OK,OK,36-2107_472_34
167,36-2107,472,31-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,2.5,4.00E+05,4400000,2.50E+08,4.10E+08,9.20E+08,40,4.00E+05,2.20E+08,1.60E+09,3.00E+08,8.20E+08,belowLOD,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,36-2107_472_31-1
168,36-2107,472,31-2,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,190,110000,4.00E+05,4.60E+08,8.10E+07,1.10E+09,60,4.00E+05,1.60E+08,8.00E+08,5.20E+08,1.40E+09,OK,OK,aboveLOD,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,36-2107_472_31-2
169,36-2107,472,32-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,100,4.00E+05,2.60E+07,8.80E+08,3.70E+08,3.20E+08,5,4.00E+05,6.10E+07,8.20E+08,3.60E+08,3.50E+08,OK,aboveLOD,OK,OK,OK,OK,belowLOD,aboveLOD,OK,OK,OK,OK,36-2107_472_32-1
170,36-2107,472,33-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,20,4.00E+05,1.50E+07,7.00E+08,8.60E+08,4.20E+08,100,4.00E+05,2.60E+08,1.30E+09,1.00E+09,6.80E+08,OK,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,36-2107_472_33-1
171,36-2107,472,33-2,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,30,4.00E+05,5.00E+06,6.90E+08,9.80E+08,6.40E+08,80,4.00E+05,1.10E+08,1.80E+09,7.40E+08,6.20E+08,OK,aboveLOD,OK,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,36-2107_472_33-2
173,36-2107,472,34-1,3,yes,yes,yes,no,yes,yes,yes,yes,ppcSpoil,ppcSpoil,1,10,110000,4.00E+07,2.90E+08,3.40E+08,3.90E+08,20,4.00E+05,9.90E+07,1.10E+09,3.20E+08,7.00E+08,OK,OK,aboveLOD,OK,OK,OK,OK,aboveLOD,OK,OK,OK,OK,36-2107_472_34-1
